ΚΩΔΙΚΟΣ_ΒΑΡΔΙΑΣ,ΤΥΠΟΣ,ΗΜΕΡΟΜΗΝΙΑ,ΟΝΟΜΑ_ΤΜΗΜΑΤΟΣ
SHF_13092,Νυχτερινή,2025-10-18,Γαστρεντερολογία
SHF_13093,Πρωινή,2025-10-18,Ενδοκρινολογία
SHF_13094,Απογευματινή,2025-10-18,Ενδοκρινολογία
SHF_13095,Νυχτερινή,2025-10-18,Ενδοκρινολογία
SHF_13096,Πρωινή,2025-10-19,Καρδιολογία
SHF_13097,Απογευματινή,2025-10-19,Καρδιολογία
SHF_13098,Νυχτερινή,2025-10-19,Καρδιολογία
SHF_13099,Πρωινή,2025-10-19,Χειρουργική
SHF_13100,Απογευματινή,2025-10-19,Χειρουργική
SHF_13101,Νυχτερινή,2025-10-19,Χειρουργική
SHF_13102,Πρωινή,2025-10-19,ΜΕΘ
SHF_13103,Απογευματινή,2025-10-19,ΜΕΘ
SHF_13104,Νυχτερινή,2025-10-19,ΜΕΘ
SHF_13105,Πρωινή,2025-10-19,Επείγοντα
SHF_13106,Απογευματινή,2025-10-19,Επείγοντα
SHF_13107,Νυχτερινή,2025-10-19,Επείγοντα
SHF_13108,Πρωινή,2025-10-19,Ορθοπεδική
SHF_13109,Απογευματινή,2025-10-19,Ορθοπεδική
SHF_13110,Νυχτερινή,2025-10-19,Ορθοπεδική
SHF_13111,Πρωινή,2025-10-19,Παιδιατρική
SHF_13112,Απογευματινή,2025-10-19,Παιδιατρική
SHF_13113,Νυχτερινή,2025-10-19,Παιδιατρική
SHF_13114,Πρωινή,2025-10-19,Γυναικολογία
SHF_13115,Απογευματινή,2025-10-19,Γυναικολογία
SHF_13116,Νυχτερινή,2025-10-19,Γυναικολογία
SHF_13117,Πρωινή,2025-10-19,Νευρολογία
SHF_13118,Απογευματινή,2025-10-19,Νευρολογία
SHF_13119,Νυχτερινή,2025-10-19,Νευρολογία
SHF_13120,Πρωινή,2025-10-19,Ογκολογία
SHF_13121,Απογευματινή,2025-10-19,Ογκολογία
SHF_13122,Νυχτερινή,2025-10-19,Ογκολογία
SHF_13123,Πρωινή,2025-10-19,Πνευμονολογία
SHF_13124,Απογευματινή,2025-10-19,Πνευμονολογία
SHF_13125,Νυχτερινή,2025-10-19,Πνευμονολογία
SHF_13126,Πρωινή,2025-10-19,Ουρολογία
SHF_13127,Απογευματινή,2025-10-19,Ουρολογία
SHF_13128,Νυχτερινή,2025-10-19,Ουρολογία
SHF_13129,Πρωινή,2025-10-19,Οφθαλμολογία
SHF_13130,Απογευματινή,2025-10-19,Οφθαλμολογία
SHF_13131,Νυχτερινή,2025-10-19,Οφθαλμολογία
SHF_13132,Πρωινή,2025-10-19,ΩΡΛ
SHF_13133,Απογευματινή,2025-10-19,ΩΡΛ
SHF_13134,Νυχτερινή,2025-10-19,ΩΡΛ
SHF_13135,Πρωινή,2025-10-19,Γαστρεντερολογία
SHF_13136,Απογευματινή,2025-10-19,Γαστρεντερολογία
SHF_13137,Νυχτερινή,2025-10-19,Γαστρεντερολογία
SHF_13138,Πρωινή,2025-10-19,Ενδοκρινολογία
SHF_13139,Απογευματινή,2025-10-19,Ενδοκρινολογία
SHF_13140,Νυχτερινή,2025-10-19,Ενδοκρινολογία
SHF_13141,Πρωινή,2025-10-20,Καρδιολογία
SHF_13142,Απογευματινή,2025-10-20,Καρδιολογία
SHF_13143,Νυχτερινή,2025-10-20,Καρδιολογία
SHF_13144,Πρωινή,2025-10-20,Χειρουργική
SHF_13145,Απογευματινή,2025-10-20,Χειρουργική
SHF_13146,Νυχτερινή,2025-10-20,Χειρουργική
SHF_13147,Πρωινή,2025-10-20,ΜΕΘ
SHF_13148,Απογευματινή,2025-10-20,ΜΕΘ
SHF_13149,Νυχτερινή,2025-10-20,ΜΕΘ
SHF_13150,Πρωινή,2025-10-20,Επείγοντα
SHF_13151,Απογευματινή,2025-10-20,Επείγοντα
SHF_13152,Νυχτερινή,2025-10-20,Επείγοντα
SHF_13153,Πρωινή,2025-10-20,Ορθοπεδική
SHF_13154,Απογευματινή,2025-10-20,Ορθοπεδική
SHF_13155,Νυχτερινή,2025-10-20,Ορθοπεδική
SHF_13156,Πρωινή,2025-10-20,Παιδιατρική
SHF_13157,Απογευματινή,2025-10-20,Παιδιατρική
SHF_13158,Νυχτερινή,2025-10-20,Παιδιατρική
SHF_13159,Πρωινή,2025-10-20,Γυναικολογία
SHF_13160,Απογευματινή,2025-10-20,Γυναικολογία
SHF_13161,Νυχτερινή,2025-10-20,Γυναικολογία
SHF_13162,Πρωινή,2025-10-20,Νευρολογία
SHF_13163,Απογευματινή,2025-10-20,Νευρολογία
SHF_13164,Νυχτερινή,2025-10-20,Νευρολογία
SHF_13165,Πρωινή,2025-10-20,Ογκολογία
SHF_13166,Απογευματινή,2025-10-20,Ογκολογία
SHF_13167,Νυχτερινή,2025-10-20,Ογκολογία
SHF_13168,Πρωινή,2025-10-20,Πνευμονολογία
SHF_13169,Απογευματινή,2025-10-20,Πνευμονολογία
SHF_13170,Νυχτερινή,2025-10-20,Πνευμονολογία
SHF_13171,Πρωινή,2025-10-20,Ουρολογία
SHF_13172,Απογευματινή,2025-10-20,Ουρολογία
SHF_13173,Νυχτερινή,2025-10-20,Ουρολογία
SHF_13174,Πρωινή,2025-10-20,Οφθαλμολογία
SHF_13175,Απογευματινή,2025-10-20,Οφθαλμολογία
SHF_13176,Νυχτερινή,2025-10-20,Οφθαλμολογία
SHF_13177,Πρωινή,2025-10-20,ΩΡΛ
SHF_13178,Απογευματινή,2025-10-20,ΩΡΛ
SHF_13179,Νυχτερινή,2025-10-20,ΩΡΛ
SHF_13180,Πρωινή,2025-10-20,Γαστρεντερολογία
SHF_13181,Απογευματινή,2025-10-20,Γαστρεντερολογία
SHF_13182,Νυχτερινή,2025-10-20,Γαστρεντερολογία
SHF_13183,Πρωινή,2025-10-20,Ενδοκρινολογία
SHF_13184,Απογευματινή,2025-10-20,Ενδοκρινολογία
SHF_13185,Νυχτερινή,2025-10-20,Ενδοκρινολογία
SHF_13186,Πρωινή,2025-10-21,Καρδιολογία
SHF_13187,Απογευματινή,2025-10-21,Καρδιολογία
SHF_13188,Νυχτερινή,2025-10-21,Καρδιολογία
SHF_13189,Πρωινή,2025-10-21,Χειρουργική
SHF_13190,Απογευματινή,2025-10-21,Χειρουργική
SHF_13191,Νυχτερινή,2025-10-21,Χειρουργική
SHF_13192,Πρωινή,2025-10-21,ΜΕΘ
SHF_13193,Απογευματινή,2025-10-21,ΜΕΘ
SHF_13194,Νυχτερινή,2025-10-21,ΜΕΘ
SHF_13195,Πρωινή,2025-10-21,Επείγοντα
SHF_13196,Απογευματινή,2025-10-21,Επείγοντα
SHF_13197,Νυχτερινή,2025-10-21,Επείγοντα
SHF_13198,Πρωινή,2025-10-21,Ορθοπεδική
SHF_13199,Απογευματινή,2025-10-21,Ορθοπεδική
SHF_13200,Νυχτερινή,2025-10-21,Ορθοπεδική
SHF_13201,Πρωινή,2025-10-21,Παιδιατρική
SHF_13202,Απογευματινή,2025-10-21,Παιδιατρική
SHF_13203,Νυχτερινή,2025-10-21,Παιδιατρική
SHF_13204,Πρωινή,2025-10-21,Γυναικολογία
SHF_13205,Απογευματινή,2025-10-21,Γυναικολογία
SHF_13206,Νυχτερινή,2025-10-21,Γυναικολογία
SHF_13207,Πρωινή,2025-10-21,Νευρολογία
SHF_13208,Απογευματινή,2025-10-21,Νευρολογία
SHF_13209,Νυχτερινή,2025-10-21,Νευρολογία
SHF_13210,Πρωινή,2025-10-21,Ογκολογία
SHF_13211,Απογευματινή,2025-10-21,Ογκολογία
SHF_13212,Νυχτερινή,2025-10-21,Ογκολογία
SHF_13213,Πρωινή,2025-10-21,Πνευμονολογία
SHF_13214,Απογευματινή,2025-10-21,Πνευμονολογία
SHF_13215,Νυχτερινή,2025-10-21,Πνευμονολογία
SHF_13216,Πρωινή,2025-10-21,Ουρολογία
SHF_13217,Απογευματινή,2025-10-21,Ουρολογία
SHF_13218,Νυχτερινή,2025-10-21,Ουρολογία
SHF_13219,Πρωινή,2025-10-21,Οφθαλμολογία
SHF_13220,Απογευματινή,2025-10-21,Οφθαλμολογία
SHF_13221,Νυχτερινή,2025-10-21,Οφθαλμολογία
SHF_13222,Πρωινή,2025-10-21,ΩΡΛ
SHF_13223,Απογευματινή,2025-10-21,ΩΡΛ
SHF_13224,Νυχτερινή,2025-10-21,ΩΡΛ
SHF_13225,Πρωινή,2025-10-21,Γαστρεντερολογία
SHF_13226,Απογευματινή,2025-10-21,Γαστρεντερολογία
SHF_13227,Νυχτερινή,2025-10-21,Γαστρεντερολογία
SHF_13228,Πρωινή,2025-10-21,Ενδοκρινολογία
SHF_13229,Απογευματινή,2025-10-21,Ενδοκρινολογία
SHF_13230,Νυχτερινή,2025-10-21,Ενδοκρινολογία
SHF_13231,Πρωινή,2025-10-22,Καρδιολογία
SHF_13232,Απογευματινή,2025-10-22,Καρδιολογία
SHF_13233,Νυχτερινή,2025-10-22,Καρδιολογία
SHF_13234,Πρωινή,2025-10-22,Χειρουργική
SHF_13235,Απογευματινή,2025-10-22,Χειρουργική
SHF_13236,Νυχτερινή,2025-10-22,Χειρουργική
SHF_13237,Πρωινή,2025-10-22,ΜΕΘ
SHF_13238,Απογευματινή,2025-10-22,ΜΕΘ
SHF_13239,Νυχτερινή,2025-10-22,ΜΕΘ
SHF_13240,Πρωινή,2025-10-22,Επείγοντα
SHF_13241,Απογευματινή,2025-10-22,Επείγοντα
SHF_13242,Νυχτερινή,2025-10-22,Επείγοντα
SHF_13243,Πρωινή,2025-10-22,Ορθοπεδική
SHF_13244,Απογευματινή,2025-10-22,Ορθοπεδική
SHF_13245,Νυχτερινή,2025-10-22,Ορθοπεδική
SHF_13246,Πρωινή,2025-10-22,Παιδιατρική
SHF_13247,Απογευματινή,2025-10-22,Παιδιατρική
SHF_13248,Νυχτερινή,2025-10-22,Παιδιατρική
SHF_13249,Πρωινή,2025-10-22,Γυναικολογία
SHF_13250,Απογευματινή,2025-10-22,Γυναικολογία
SHF_13251,Νυχτερινή,2025-10-22,Γυναικολογία
SHF_13252,Πρωινή,2025-10-22,Νευρολογία
SHF_13253,Απογευματινή,2025-10-22,Νευρολογία
SHF_13254,Νυχτερινή,2025-10-22,Νευρολογία
SHF_13255,Πρωινή,2025-10-22,Ογκολογία
SHF_13256,Απογευματινή,2025-10-22,Ογκολογία
SHF_13257,Νυχτερινή,2025-10-22,Ογκολογία
SHF_13258,Πρωινή,2025-10-22,Πνευμονολογία
SHF_13259,Απογευματινή,2025-10-22,Πνευμονολογία
SHF_13260,Νυχτερινή,2025-10-22,Πνευμονολογία
SHF_13261,Πρωινή,2025-10-22,Ουρολογία
SHF_13262,Απογευματινή,2025-10-22,Ουρολογία
SHF_13263,Νυχτερινή,2025-10-22,Ουρολογία
SHF_13264,Πρωινή,2025-10-22,Οφθαλμολογία
SHF_13265,Απογευματινή,2025-10-22,Οφθαλμολογία
SHF_13266,Νυχτερινή,2025-10-22,Οφθαλμολογία
SHF_13267,Πρωινή,2025-10-22,ΩΡΛ
SHF_13268,Απογευματινή,2025-10-22,ΩΡΛ
SHF_13269,Νυχτερινή,2025-10-22,ΩΡΛ
SHF_13270,Πρωινή,2025-10-22,Γαστρεντερολογία
SHF_13271,Απογευματινή,2025-10-22,Γαστρεντερολογία
SHF_13272,Νυχτερινή,2025-10-22,Γαστρεντερολογία
SHF_13273,Πρωινή,2025-10-22,Ενδοκρινολογία
SHF_13274,Απογευματινή,2025-10-22,Ενδοκρινολογία
SHF_13275,Νυχτερινή,2025-10-22,Ενδοκρινολογία
SHF_13276,Πρωινή,2025-10-23,Καρδιολογία
SHF_13277,Απογευματινή,2025-10-23,Καρδιολογία
SHF_13278,Νυχτερινή,2025-10-23,Καρδιολογία
SHF_13279,Πρωινή,2025-10-23,Χειρουργική
SHF_13280,Απογευματινή,2025-10-23,Χειρουργική
SHF_13281,Νυχτερινή,2025-10-23,Χειρουργική
SHF_13282,Πρωινή,2025-10-23,ΜΕΘ
SHF_13283,Απογευματινή,2025-10-23,ΜΕΘ
SHF_13284,Νυχτερινή,2025-10-23,ΜΕΘ
SHF_13285,Πρωινή,2025-10-23,Επείγοντα
SHF_13286,Απογευματινή,2025-10-23,Επείγοντα
SHF_13287,Νυχτερινή,2025-10-23,Επείγοντα
SHF_13288,Πρωινή,2025-10-23,Ορθοπεδική
SHF_13289,Απογευματινή,2025-10-23,Ορθοπεδική
SHF_13290,Νυχτερινή,2025-10-23,Ορθοπεδική
SHF_13291,Πρωινή,2025-10-23,Παιδιατρική
SHF_13292,Απογευματινή,2025-10-23,Παιδιατρική
SHF_13293,Νυχτερινή,2025-10-23,Παιδιατρική
SHF_13294,Πρωινή,2025-10-23,Γυναικολογία
SHF_13295,Απογευματινή,2025-10-23,Γυναικολογία
SHF_13296,Νυχτερινή,2025-10-23,Γυναικολογία
SHF_13297,Πρωινή,2025-10-23,Νευρολογία
SHF_13298,Απογευματινή,2025-10-23,Νευρολογία
SHF_13299,Νυχτερινή,2025-10-23,Νευρολογία
SHF_13300,Πρωινή,2025-10-23,Ογκολογία
SHF_13301,Απογευματινή,2025-10-23,Ογκολογία
SHF_13302,Νυχτερινή,2025-10-23,Ογκολογία
SHF_13303,Πρωινή,2025-10-23,Πνευμονολογία
SHF_13304,Απογευματινή,2025-10-23,Πνευμονολογία
SHF_13305,Νυχτερινή,2025-10-23,Πνευμονολογία
SHF_13306,Πρωινή,2025-10-23,Ουρολογία
SHF_13307,Απογευματινή,2025-10-23,Ουρολογία
SHF_13308,Νυχτερινή,2025-10-23,Ουρολογία
SHF_13309,Πρωινή,2025-10-23,Οφθαλμολογία
SHF_13310,Απογευματινή,2025-10-23,Οφθαλμολογία
SHF_13311,Νυχτερινή,2025-10-23,Οφθαλμολογία
SHF_13312,Πρωινή,2025-10-23,ΩΡΛ
SHF_13313,Απογευματινή,2025-10-23,ΩΡΛ
SHF_13314,Νυχτερινή,2025-10-23,ΩΡΛ
SHF_13315,Πρωινή,2025-10-23,Γαστρεντερολογία
SHF_13316,Απογευματινή,2025-10-23,Γαστρεντερολογία
SHF_13317,Νυχτερινή,2025-10-23,Γαστρεντερολογία
SHF_13318,Πρωινή,2025-10-23,Ενδοκρινολογία
SHF_13319,Απογευματινή,2025-10-23,Ενδοκρινολογία
SHF_13320,Νυχτερινή,2025-10-23,Ενδοκρινολογία
SHF_13321,Πρωινή,2025-10-24,Καρδιολογία
SHF_13322,Απογευματινή,2025-10-24,Καρδιολογία
SHF_13323,Νυχτερινή,2025-10-24,Καρδιολογία
SHF_13324,Πρωινή,2025-10-24,Χειρουργική
SHF_13325,Απογευματινή,2025-10-24,Χειρουργική
SHF_13326,Νυχτερινή,2025-10-24,Χειρουργική
SHF_13327,Πρωινή,2025-10-24,ΜΕΘ
SHF_13328,Απογευματινή,2025-10-24,ΜΕΘ
SHF_13329,Νυχτερινή,2025-10-24,ΜΕΘ
SHF_13330,Πρωινή,2025-10-24,Επείγοντα
SHF_13331,Απογευματινή,2025-10-24,Επείγοντα
SHF_13332,Νυχτερινή,2025-10-24,Επείγοντα
SHF_13333,Πρωινή,2025-10-24,Ορθοπεδική
SHF_13334,Απογευματινή,2025-10-24,Ορθοπεδική
SHF_13335,Νυχτερινή,2025-10-24,Ορθοπεδική
SHF_13336,Πρωινή,2025-10-24,Παιδιατρική
SHF_13337,Απογευματινή,2025-10-24,Παιδιατρική
SHF_13338,Νυχτερινή,2025-10-24,Παιδιατρική
SHF_13339,Πρωινή,2025-10-24,Γυναικολογία
SHF_13340,Απογευματινή,2025-10-24,Γυναικολογία
SHF_13341,Νυχτερινή,2025-10-24,Γυναικολογία
SHF_13342,Πρωινή,2025-10-24,Νευρολογία
SHF_13343,Απογευματινή,2025-10-24,Νευρολογία
SHF_13344,Νυχτερινή,2025-10-24,Νευρολογία
SHF_13345,Πρωινή,2025-10-24,Ογκολογία
SHF_13346,Απογευματινή,2025-10-24,Ογκολογία
SHF_13347,Νυχτερινή,2025-10-24,Ογκολογία
SHF_13348,Πρωινή,2025-10-24,Πνευμονολογία
SHF_13349,Απογευματινή,2025-10-24,Πνευμονολογία
SHF_13350,Νυχτερινή,2025-10-24,Πνευμονολογία
SHF_13351,Πρωινή,2025-10-24,Ουρολογία
SHF_13352,Απογευματινή,2025-10-24,Ουρολογία
SHF_13353,Νυχτερινή,2025-10-24,Ουρολογία
SHF_13354,Πρωινή,2025-10-24,Οφθαλμολογία
SHF_13355,Απογευματινή,2025-10-24,Οφθαλμολογία
SHF_13356,Νυχτερινή,2025-10-24,Οφθαλμολογία
SHF_13357,Πρωινή,2025-10-24,ΩΡΛ
SHF_13358,Απογευματινή,2025-10-24,ΩΡΛ
SHF_13359,Νυχτερινή,2025-10-24,ΩΡΛ
SHF_13360,Πρωινή,2025-10-24,Γαστρεντερολογία
SHF_13361,Απογευματινή,2025-10-24,Γαστρεντερολογία
SHF_13362,Νυχτερινή,2025-10-24,Γαστρεντερολογία
SHF_13363,Πρωινή,2025-10-24,Ενδοκρινολογία
SHF_13364,Απογευματινή,2025-10-24,Ενδοκρινολογία
SHF_13365,Νυχτερινή,2025-10-24,Ενδοκρινολογία
SHF_13366,Πρωινή,2025-10-25,Καρδιολογία
SHF_13367,Απογευματινή,2025-10-25,Καρδιολογία
SHF_13368,Νυχτερινή,2025-10-25,Καρδιολογία
SHF_13369,Πρωινή,2025-10-25,Χειρουργική
SHF_13370,Απογευματινή,2025-10-25,Χειρουργική
SHF_13371,Νυχτερινή,2025-10-25,Χειρουργική
SHF_13372,Πρωινή,2025-10-25,ΜΕΘ
SHF_13373,Απογευματινή,2025-10-25,ΜΕΘ
SHF_13374,Νυχτερινή,2025-10-25,ΜΕΘ
SHF_13375,Πρωινή,2025-10-25,Επείγοντα
SHF_13376,Απογευματινή,2025-10-25,Επείγοντα
SHF_13377,Νυχτερινή,2025-10-25,Επείγοντα
SHF_13378,Πρωινή,2025-10-25,Ορθοπεδική
SHF_13379,Απογευματινή,2025-10-25,Ορθοπεδική
SHF_13380,Νυχτερινή,2025-10-25,Ορθοπεδική
SHF_13381,Πρωινή,2025-10-25,Παιδιατρική
SHF_13382,Απογευματινή,2025-10-25,Παιδιατρική
SHF_13383,Νυχτερινή,2025-10-25,Παιδιατρική
SHF_13384,Πρωινή,2025-10-25,Γυναικολογία
SHF_13385,Απογευματινή,2025-10-25,Γυναικολογία
SHF_13386,Νυχτερινή,2025-10-25,Γυναικολογία
SHF_13387,Πρωινή,2025-10-25,Νευρολογία
SHF_13388,Απογευματινή,2025-10-25,Νευρολογία
SHF_13389,Νυχτερινή,2025-10-25,Νευρολογία
SHF_13390,Πρωινή,2025-10-25,Ογκολογία
SHF_13391,Απογευματινή,2025-10-25,Ογκολογία
SHF_13392,Νυχτερινή,2025-10-25,Ογκολογία
SHF_13393,Πρωινή,2025-10-25,Πνευμονολογία
SHF_13394,Απογευματινή,2025-10-25,Πνευμονολογία
SHF_13395,Νυχτερινή,2025-10-25,Πνευμονολογία
SHF_13396,Πρωινή,2025-10-25,Ουρολογία
SHF_13397,Απογευματινή,2025-10-25,Ουρολογία
SHF_13398,Νυχτερινή,2025-10-25,Ουρολογία
SHF_13399,Πρωινή,2025-10-25,Οφθαλμολογία
SHF_13400,Απογευματινή,2025-10-25,Οφθαλμολογία
SHF_13401,Νυχτερινή,2025-10-25,Οφθαλμολογία
SHF_13402,Πρωινή,2025-10-25,ΩΡΛ
SHF_13403,Απογευματινή,2025-10-25,ΩΡΛ
SHF_13404,Νυχτερινή,2025-10-25,ΩΡΛ
SHF_13405,Πρωινή,2025-10-25,Γαστρεντερολογία
SHF_13406,Απογευματινή,2025-10-25,Γαστρεντερολογία
SHF_13407,Νυχτερινή,2025-10-25,Γαστρεντερολογία
SHF_13408,Πρωινή,2025-10-25,Ενδοκρινολογία
SHF_13409,Απογευματινή,2025-10-25,Ενδοκρινολογία
SHF_13410,Νυχτερινή,2025-10-25,Ενδοκρινολογία
SHF_13411,Πρωινή,2025-10-26,Καρδιολογία
SHF_13412,Απογευματινή,2025-10-26,Καρδιολογία
SHF_13413,Νυχτερινή,2025-10-26,Καρδιολογία
SHF_13414,Πρωινή,2025-10-26,Χειρουργική
SHF_13415,Απογευματινή,2025-10-26,Χειρουργική
SHF_13416,Νυχτερινή,2025-10-26,Χειρουργική
SHF_13417,Πρωινή,2025-10-26,ΜΕΘ
SHF_13418,Απογευματινή,2025-10-26,ΜΕΘ
SHF_13419,Νυχτερινή,2025-10-26,ΜΕΘ
SHF_13420,Πρωινή,2025-10-26,Επείγοντα
SHF_13421,Απογευματινή,2025-10-26,Επείγοντα
SHF_13422,Νυχτερινή,2025-10-26,Επείγοντα
SHF_13423,Πρωινή,2025-10-26,Ορθοπεδική
SHF_13424,Απογευματινή,2025-10-26,Ορθοπεδική
SHF_13425,Νυχτερινή,2025-10-26,Ορθοπεδική
SHF_13426,Πρωινή,2025-10-26,Παιδιατρική
SHF_13427,Απογευματινή,2025-10-26,Παιδιατρική
SHF_13428,Νυχτερινή,2025-10-26,Παιδιατρική
SHF_13429,Πρωινή,2025-10-26,Γυναικολογία
SHF_13430,Απογευματινή,2025-10-26,Γυναικολογία
SHF_13431,Νυχτερινή,2025-10-26,Γυναικολογία
SHF_13432,Πρωινή,2025-10-26,Νευρολογία
SHF_13433,Απογευματινή,2025-10-26,Νευρολογία
SHF_13434,Νυχτερινή,2025-10-26,Νευρολογία
SHF_13435,Πρωινή,2025-10-26,Ογκολογία
SHF_13436,Απογευματινή,2025-10-26,Ογκολογία
SHF_13437,Νυχτερινή,2025-10-26,Ογκολογία
SHF_13438,Πρωινή,2025-10-26,Πνευμονολογία
SHF_13439,Απογευματινή,2025-10-26,Πνευμονολογία
SHF_13440,Νυχτερινή,2025-10-26,Πνευμονολογία
SHF_13441,Πρωινή,2025-10-26,Ουρολογία
SHF_13442,Απογευματινή,2025-10-26,Ουρολογία
SHF_13443,Νυχτερινή,2025-10-26,Ουρολογία
SHF_13444,Πρωινή,2025-10-26,Οφθαλμολογία
SHF_13445,Απογευματινή,2025-10-26,Οφθαλμολογία
SHF_13446,Νυχτερινή,2025-10-26,Οφθαλμολογία
SHF_13447,Πρωινή,2025-10-26,ΩΡΛ
SHF_13448,Απογευματινή,2025-10-26,ΩΡΛ
SHF_13449,Νυχτερινή,2025-10-26,ΩΡΛ
SHF_13450,Πρωινή,2025-10-26,Γαστρεντερολογία
SHF_13451,Απογευματινή,2025-10-26,Γαστρεντερολογία
SHF_13452,Νυχτερινή,2025-10-26,Γαστρεντερολογία
SHF_13453,Πρωινή,2025-10-26,Ενδοκρινολογία
SHF_13454,Απογευματινή,2025-10-26,Ενδοκρινολογία
SHF_13455,Νυχτερινή,2025-10-26,Ενδοκρινολογία
SHF_13456,Πρωινή,2025-10-27,Καρδιολογία
SHF_13457,Απογευματινή,2025-10-27,Καρδιολογία
SHF_13458,Νυχτερινή,2025-10-27,Καρδιολογία
SHF_13459,Πρωινή,2025-10-27,Χειρουργική
SHF_13460,Απογευματινή,2025-10-27,Χειρουργική
SHF_13461,Νυχτερινή,2025-10-27,Χειρουργική
SHF_13462,Πρωινή,2025-10-27,ΜΕΘ
SHF_13463,Απογευματινή,2025-10-27,ΜΕΘ
SHF_13464,Νυχτερινή,2025-10-27,ΜΕΘ
SHF_13465,Πρωινή,2025-10-27,Επείγοντα
SHF_13466,Απογευματινή,2025-10-27,Επείγοντα
SHF_13467,Νυχτερινή,2025-10-27,Επείγοντα
SHF_13468,Πρωινή,2025-10-27,Ορθοπεδική
SHF_13469,Απογευματινή,2025-10-27,Ορθοπεδική
SHF_13470,Νυχτερινή,2025-10-27,Ορθοπεδική
SHF_13471,Πρωινή,2025-10-27,Παιδιατρική
SHF_13472,Απογευματινή,2025-10-27,Παιδιατρική
SHF_13473,Νυχτερινή,2025-10-27,Παιδιατρική
SHF_13474,Πρωινή,2025-10-27,Γυναικολογία
SHF_13475,Απογευματινή,2025-10-27,Γυναικολογία
SHF_13476,Νυχτερινή,2025-10-27,Γυναικολογία
SHF_13477,Πρωινή,2025-10-27,Νευρολογία
SHF_13478,Απογευματινή,2025-10-27,Νευρολογία
SHF_13479,Νυχτερινή,2025-10-27,Νευρολογία
SHF_13480,Πρωινή,2025-10-27,Ογκολογία
SHF_13481,Απογευματινή,2025-10-27,Ογκολογία
SHF_13482,Νυχτερινή,2025-10-27,Ογκολογία
SHF_13483,Πρωινή,2025-10-27,Πνευμονολογία
SHF_13484,Απογευματινή,2025-10-27,Πνευμονολογία
SHF_13485,Νυχτερινή,2025-10-27,Πνευμονολογία
SHF_13486,Πρωινή,2025-10-27,Ουρολογία
SHF_13487,Απογευματινή,2025-10-27,Ουρολογία
SHF_13488,Νυχτερινή,2025-10-27,Ουρολογία
SHF_13489,Πρωινή,2025-10-27,Οφθαλμολογία
SHF_13490,Απογευματινή,2025-10-27,Οφθαλμολογία
SHF_13491,Νυχτερινή,2025-10-27,Οφθαλμολογία
SHF_13492,Πρωινή,2025-10-27,ΩΡΛ
SHF_13493,Απογευματινή,2025-10-27,ΩΡΛ
SHF_13494,Νυχτερινή,2025-10-27,ΩΡΛ
SHF_13495,Πρωινή,2025-10-27,Γαστρεντερολογία
SHF_13496,Απογευματινή,2025-10-27,Γαστρεντερολογία
SHF_13497,Νυχτερινή,2025-10-27,Γαστρεντερολογία
SHF_13498,Πρωινή,2025-10-27,Ενδοκρινολογία
SHF_13499,Απογευματινή,2025-10-27,Ενδοκρινολογία
SHF_13500,Νυχτερινή,2025-10-27,Ενδοκρινολογία
SHF_13501,Πρωινή,2025-10-28,Καρδιολογία
SHF_13502,Απογευματινή,2025-10-28,Καρδιολογία
SHF_13503,Νυχτερινή,2025-10-28,Καρδιολογία
SHF_13504,Πρωινή,2025-10-28,Χειρουργική
SHF_13505,Απογευματινή,2025-10-28,Χειρουργική
SHF_13506,Νυχτερινή,2025-10-28,Χειρουργική
SHF_13507,Πρωινή,2025-10-28,ΜΕΘ
SHF_13508,Απογευματινή,2025-10-28,ΜΕΘ
SHF_13509,Νυχτερινή,2025-10-28,ΜΕΘ
SHF_13510,Πρωινή,2025-10-28,Επείγοντα
SHF_13511,Απογευματινή,2025-10-28,Επείγοντα
SHF_13512,Νυχτερινή,2025-10-28,Επείγοντα
SHF_13513,Πρωινή,2025-10-28,Ορθοπεδική
SHF_13514,Απογευματινή,2025-10-28,Ορθοπεδική
SHF_13515,Νυχτερινή,2025-10-28,Ορθοπεδική
SHF_13516,Πρωινή,2025-10-28,Παιδιατρική
SHF_13517,Απογευματινή,2025-10-28,Παιδιατρική
SHF_13518,Νυχτερινή,2025-10-28,Παιδιατρική
SHF_13519,Πρωινή,2025-10-28,Γυναικολογία
SHF_13520,Απογευματινή,2025-10-28,Γυναικολογία
SHF_13521,Νυχτερινή,2025-10-28,Γυναικολογία
SHF_13522,Πρωινή,2025-10-28,Νευρολογία
SHF_13523,Απογευματινή,2025-10-28,Νευρολογία
SHF_13524,Νυχτερινή,2025-10-28,Νευρολογία
SHF_13525,Πρωινή,2025-10-28,Ογκολογία
SHF_13526,Απογευματινή,2025-10-28,Ογκολογία
SHF_13527,Νυχτερινή,2025-10-28,Ογκολογία
SHF_13528,Πρωινή,2025-10-28,Πνευμονολογία
SHF_13529,Απογευματινή,2025-10-28,Πνευμονολογία
SHF_13530,Νυχτερινή,2025-10-28,Πνευμονολογία
SHF_13531,Πρωινή,2025-10-28,Ουρολογία
SHF_13532,Απογευματινή,2025-10-28,Ουρολογία
SHF_13533,Νυχτερινή,2025-10-28,Ουρολογία
SHF_13534,Πρωινή,2025-10-28,Οφθαλμολογία
